73038 5.898798484774149
26061 4.273638903483098
65414 4.1414522450167475
57914 3.967136888209526
58476 3.708467957856744
76635 3.5867337114200843
12769 3.4341129093591456
12767 3.352170358051889
25096 2.7646308089876177
78836 2.6823617071618404
82227 2.6056189593652537
26611 2.3595327588643613
24515 2.2258395867976226
33172 2.218657303566887
33203 2.2027873338265396
29908 2.188504022701605
28662 2.1721036998514727
65036 1.400012186439552
65446 1.3722748773437399
64626 1.2800542262368577
65364 1.2630777653481329
61689 1.2557913431554444
64645 1.2314351731158932
53502 1.1863742743781072
29904 1.1190755494993474
86912 0.8859294123583787
86929 0.8856774779335377
11922 0.8807125681526511
14713 0.7276762821581257
11979 0.49476693595522714
70306 0.48458752472233346
32366 0.05332988462889321
26603 0.052615985641085716
17587 0.0468186702319926
16922 0.04439494993277915
24485 0.043334457799618864
17517 0.043294680520576945
11481 0.03883839515323939
30486 0.038240119562638064
13345 0.03802432230088737
35396 0.03742096629300429
38442 0.0372436755953689
14707 0.03721429034181423
27870 0.03709721156796353
21895 0.03646622242030162
24490 0.03635379617636736
27384 0.03602063868083727
64657 0.034367144855110165
44758 0.0
25205 0.0
76675 0.0
26080 0.0
20156 0.0
41594 0.0
73320 0.0
54762 0.0
16390 0.0
68909 0.0
64664 0.0
22751 0.0
22858 0.0
73746 0.0
67861 0.0
78982 0.0
19615 0.0
33188 0.0
29314 0.0
25103 0.0
23377 0.0
29935 0.0
22690 0.0
24550 0.0
13332 0.0
12825 0.0
19781 0.0
37078 0.0
11083 0.0
29913 0.0
17619 0.0
19634 0.0
20705 0.0
17609 0.0
44865 0.0
79759 0.0
49856 0.0
11960 0.0
56829 0.0
54780 0.0
20160 0.0
16954 0.0
16575 0.0
48805 0.0
27386 0.0
20199 0.0
10182 -0.3555595279008923
20201 -0.4003863350267878
11485 -0.4016072109520208
29911 -0.40272366392771697
11930 -0.4030658552975164
29894 -0.40370438190067026
25699 -0.404010620738803
11923 -0.4040789906735953
25100 -0.4041268219649239
20133 -0.9772599232934762
47551 -1.004623225343606
71001 -1.012283757853072
20127 -1.032758953609409
13335 -1.0343683301137685
12812 -1.038413801635254
19599 -1.039226696207038
44163 -1.04825326467234
19601 -1.049081643496997
73641 -1.0540795416264745
70668 -1.056596391082061
16899 -1.0574380139339061
15077 -1.0650733901327487
49884 -1.066785138664937
13313 -1.069363102876629
53682 -1.069363102876629
13342 -1.0710886788973086
20688 -1.0736875100371324
20766 -1.0789231907812646
73614 -1.0940387998403698
16897 -1.1114418978831158
46736 -1.1179939559427687
51210 -1.1179939559427687
53469 -1.1217727900418886
66107 -1.1255772557930448
58755 -1.129407614871118
12479 -1.1313325871567752
73706 -1.1361738489432787
39349 -1.1712586586210467
73762 -1.1743670191995006
76690 -1.2063827709740604
81731 -1.2230543065524697
41541 -1.2367270073233696
19033 -1.2425146116285821
76766 -1.2638061953671222
81494 -1.2833541105421349
73598 -1.2845959530818107
13314 -1.3282972387176313
79021 -1.347168401918511
29906 -1.3512821971912994
33668 -1.3526590511422383
67280 -1.4026819759294575
77310 -1.4115897571794551
71368 -1.4237426478946056
47516 -1.4252712078698848
49815 -1.4597500090082993
36447 -1.462967346294792
15200 -1.5069290078532562
13320 -1.5077847750363338
54745 -1.5164440308586182
15082 -1.523356506010517
53523 -1.5259831185734183
65306 -1.5767311119948717
68419 -1.5767311119948717
29920 -1.5871510844547259
30456 -1.5909552526280362
75563 -1.592864183444521
28657 -1.6122085018131622
65394 -1.8161673987474178
85372 -2.0989909514383016
